,artists,track,album,time (s),popularity,year,id
180,['Josh Turner'],Why Don't We Just Dance,Haywire,192.8,71,2010,2p07VcUwRZ5sru3mJ0JogS
181,"['ดร.ฟู', 'รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010)']",พูดแล้วอยากจะร้องไห้,BEST OF THE YEAR 2010,269.208,33,2010,2EEYerDe8s2ArPpb6xZS4x
182,['Two Door Cinema Club'],Undercover Martyn,Tourist History,167.773,71,2010,0Hrd6CSafHHqKptyFppmqH
183,['Robin Trower'],I Can't Wait Much Longer - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),325.6,11,2010,5hGvIWDLg0HG9XlIHZYP6s
184,"['Shakira', 'Freshlyground']",Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),202.626,82,2010,2Cd9iWfcOpGDHLz6tVA3G4
185,"['Docteur Nico', ""l'African Fiesta""]",Pauline,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),278.0,15,2010,52Qxpzls4DtucpKFS3AGdQ
186,['Plan B'],Es un Secreto,House Of Pleasure,190.564,82,2010,0R7DSnSibvuE4PEHqUayqf
187,['Proper.'],2010 Was a Bad Year (Albert's Song),The Suburbs Have Ruined My Life,223.343,6,2010,5hLTnrrsYuW0S3Zzm4iNbQ
188,"['Rihanna', 'Drake']",What's My Name?,Loud (Japan Version),263.173,74,2010,6DkXLzBQT7cwXmTyzAB1DJ
189,['Robin Trower'],Let Me Be the One - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),272.666,7,2010,5mFrB6fPlLJK99wE0eqyzb
190,['Katy Perry'],Firework,Teenage Dream,227.893,72,2010,4r6eNCsrZnQWJzzvFh4nlg
191,"[""Grand Kalle Et l'African Jazz""]",Table ronde,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),178.933,16,2010,1PAV9rT8eskOhKgnKRXxE9
192,"['Drake', 'Nicki Minaj']",Up All Night,Thank Me Later,234.333,70,2010,75L0qdzRnhwV62UXoNq3pE
193,"['Franco', ""l'OK Jazz""]",Mambu ma miondo,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),295.68,15,2010,0Imb9jOt0rUaCpLIgHoK1L
194,['Mac Miller'],Knock Knock,Knock Knock - Single,202.806,73,2010,3uYm4MtU6jUQft2DtGqEoZ
195,"['The Harvard Krokodiloes', 'Kroks of the 2010s', 'Nik Bostrom', 'Wyatt Hayden']",Windy,Year to Remember (2022),166.605,5,2010,1pXy9mMIKnon0xSAjEpVyi
196,['Avenged Sevenfold'],Nightmare,Nightmare,374.453,75,2010,4UEo1b0wWrtHMC8bVqPiH8
197,['Yuri Kane'],Right Back [ASOT 591] **Tune Of The Year 2010** - Original Mix,A State Of Trance Episode 591,220.062,13,2010,4YhM0Z7GTmvv9OQQzeuj72
198,['Taylor Swift'],Mine,Speak Now,230.706,69,2010,0dBW6ZsW8skfvoRfgeerBF
199,['Noisecontrollers'],Macabre 2010,10 Years Noisecontrollers,186.689,15,2010,5UqtVzVxx3zRZXW6ZN9n5D
200,['Mandy Moore'],"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Tangled,152.333,73,2010,03xWMkKEbeO4SnylA53ipj
201,['Robin Trower'],Alethea - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),185.6,6,2010,4fT9dGTUNVOTYaPJRtYbEQ
202,"['Enrique Iglesias', 'Pitbull']",I Like It,Euphoria (Standard US/Latin version),231.786,71,2010,4nVyHATevhl5RC6Qmoko5H
203,['Robin Trower'],Confessin' Midnight - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),353.36,7,2010,0APxRzimjUVNaenl5nSHA0
204,['Drake'],Find Your Love,Thank Me Later,208.946,69,2010,4BycRneKmOs6MhYG9THsuX
205,['Robin Trower'],A Tale Untold - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),327.613,6,2010,1vQkLVAHUFbvfZgGYb78U9
206,['Mac Miller'],Knock Knock,K.I.D.S.,197.929,72,2010,0DCu6lwtdiVjMixpQJcGG3
207,['Robin Trower'],Shame the Devil - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),206.666,6,2010,2ak2DzSMtEBFy5ybRKXnz7
208,['DJ Khaled'],"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",Victory,232.506,74,2010,12PNcnMsjsZ3eHm62t8hiy
209,['Robin Trower'],Messin' the Blues - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),237.6,5,2010,73cKh7F8MbkpOozVrNWhaF
210,"['Mandy Moore', 'Zachary Levi']","I See the Light - From ""Tangled"" / Soundtrack Version",Tangled,224.24,73,2010,6klpXs2uAjagnZMFkt4qkl
211,['Robin Trower'],For Earth Below - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),366.093,7,2010,7cdisn4KwdBQp5A2tiuz5T
212,['Nicki Minaj'],Did It On’em,Pink Friday,212.346,73,2010,6Slt6WiWnriaqCb8xXb2ZT
213,['Robin Trower'],Take a Fast Train - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),196.253,5,2010,3d9tx0piBvtv2VOQnGB6Ns
214,['Taio Cruz'],Dynamite,Rokstarr,203.866,70,2010,1DqdF42leyFIzqNDv9CjId
215,['Robin Trower'],Little Bit of Sympathy - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),258.56,5,2010,4a9FUT2CpHJxn0ZiA1ndhi
216,['Jeremih'],Love Don't Change,All About You,256.866,73,2010,6PmjWl0phNxc0R5OwkDdiZ
217,['Robin Trower'],Rock Me Baby - Live / 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),357.746,7,2010,4mZbIEGGgHgqOtzvKlntzw
218,"['Travie McCoy', 'Bruno Mars']",Billionaire (feat. Bruno Mars),Lazarus,211.16,77,2010,2qPUnoasNe4Ep43emVXEig
219,"['เฟย์ ฟาง แก้ว', 'รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010)']",ไม่ใช่อิจฉา ( Jealous ),BEST OF THE YEAR 2010,251.64,26,2010,3swIHCDSzHWfm9gwqrtNbs
220,['Kesha'],Blow,Cannibal (Expanded Edition),219.973,75,2010,3pYDZTJM2tVBUhIRifWVzI
221,"['สวีต ดี', 'รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010)']",ฉากเรียกน้ำตา (Sad Scene),BEST OF THE YEAR 2010,240.226,28,2010,0heCoNohSs4Lq23VLxM281
222,['Plan B'],Si No Le Contesto,House Of Pleasure,220.056,77,2010,3XaWuYsTtnkzCSBr0RmROc
223,['(EM)'],(A Year) And Arise Again,#1 Son (2010 - 2019),221.831,4,2010,08plqS5ic3qRsmZQ5Ny0d5
224,['Lee Brice'],Love Like Crazy,Love Like Crazy,217.386,69,2010,6Ozp6ac86CSHMik8lbvJuM
225,['Matt Monro'],"On Days Like These - Remastered 2010 / From ""The Italian Job"" Soundtrack",The Best Of The Capitol Years,223.213,12,2010,5J8KzQCnnVk9JPRYOeuMqE
226,['The Black Keys'],Howlin' for You,Brothers,191.8,69,2010,0grFc6klR3hxoHLcgCYsF4
227,['Super Biton de Segou'],Sisini,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),336.946,11,2010,6Ii9IRo8ZuJ7HwJiEGetcj
228,['Wig Wam'],Do Ya Wanna Taste It,Non Stop Rock'n Roll,176.973,76,2010,5XW4BwCrfYpci5zMbJxs4N
229,"['Mike Zito', 'Nick Moss', 'Curtis Salgado']","19 Years Old - Live from Smokin Mo's, Winter Park, CO / 2010q",Live From The Top,481.32,4,2010,2A137KjFDcvqhbcn3cYXDO
230,['Jason Aldean'],My Kinda Party,My Kinda Party,284.96,68,2010,215FCyLSBcXeX0NASXEjyn
231,['Pat Capocci'],Second Best,The Press-Tone Early Years 2008-2010,135.266,13,2010,42RQcLVvSkcn7RzeW7JZBx
232,['Taylor Swift'],Mean,Speak Now,237.733,68,2010,5yEPktRqvIhko5QFF3aBhQ
233,"[""JDSho'mesum""]",Jungle Business (2010),Ova Da Yearz #1,266.136,4,2010,2ME9GT6FsdE32nYLW2mJKh
234,['Train'],Marry Me,"Save Me, San Francisco (Golden Gate Edition)",205.453,74,2010,2MWOqewf5j0qf2b6S5J6cS
235,"[""JDSho'mesum""]",Get Up (2010),Ova Da Yearz #1,206.616,4,2010,6Dp3B6hbQm06Ab0n88sxJM
236,['Big Time Rush'],Boyfriend,BTR,201.04,68,2010,1rKBOL9kJfX1Y4C3QaOvRH
237,['Robin Trower'],Hannah - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),329.866,5,2010,7IIjPjzM8IIbD5eVyuzEtS
238,['Eminem'],Cinderella Man,Recovery,279.013,74,2010,4SE4yewyGpOYfxfx59Yjc5
239,['Robin Trower'],Caledonia - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),221.426,5,2010,52zHvKOEGbyrhtHnLf1IJ2
240,['Prince Royce'],Rechazame,Prince Royce,223.2,74,2010,07p0kLnvfQQ2bLujHyzSGK
241,['Robin Trower'],Ballerina - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),227.453,4,2010,6sXBIq1DgVxCHOWcLVoBWS
242,['MARINA'],Hermit the Frog,The Family Jewels,215.96,76,2010,4Zcz6saEkOII3PlXd9gN3o
243,['Matt Monro'],Wednesday's Child - Remastered 2010,The Best Of The Capitol Years,158.946,7,2010,7zGqoGMSkPHLJgOhfhmWRK
244,"['B.o.B', 'Rivers Cuomo']",Magic (feat. Rivers Cuomo),B.o.B Presents: The Adventures of Bobby Ray,196.133,71,2010,5uHYcK0nbEYgRaFTY5BqnP
245,['Etoile De Dakar'],Sénégambia,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),336.706,13,2010,35dv8HkEp6K8lEYJZdtG9X
246,['The Naked And Famous'],Young Blood,"Passive Me, Aggressive You",246.6,72,2010,25nzKGDiua1lE9Qo5V19GL
247,"[""Grand Kalle Et l'African Jazz""]",Indépendance cha cha,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),184.2,15,2010,5lsSjUGKgPXAoIksVFgp1U
248,['The Steeldrivers'],Where Rainbows Never Die,Reckless,229.88,69,2010,2gE58DQyqgsvsK87SWUN62
249,['Pepe Kalle'],Moyibi,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),368.133,13,2010,7LhOLAs7PwDWVT9SmKmYeE
250,['Rodney Atkins'],Farmer's Daughter,It's America,207.04,68,2010,5zGqTc1WQUe8XqqdnrpKTV
251,['Baaba Maal'],Amadou Bamba,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),331.146,16,2010,7BLd4P1ul7Py9YlLx8A4ZH
252,"['Travie McCoy', 'Bruno Mars']",Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),211.16,76,2010,2M9ULmQwTaTGmAdXaXpfz5
253,['Robin Trower'],Alethea - Live / 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),250.093,5,2010,4jn8bXCAS1qug1IVU2YZEH
254,"['Eminem', 'Lil Wayne']",No Love,Recovery,299.506,74,2010,7bHT9osSq1rwT2yaImzqCi
255,['Robin Trower'],Daydream - Live / 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),480.12,5,2010,2EVQpdgf4JBNxpCEpkx26S
256,['Clay Walker'],She Won't Be Lonely Long,She Won't Be Lonely Long,209.253,68,2010,0158TMiGmHyibaDeaUKayX
257,['Robin Trower'],Lady Love - Live / 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),192.933,4,2010,7pgX0cFZg9toilFm8DvWtV
258,['Jason Derulo'],In My Head,Jason Derulo,199.026,67,2010,5BoIP8Eha5hwmRVURkC2Us
259,['Robin Trower'],Rock Me Baby - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),260.973,5,2010,60aE5lK29mwbhSSLnbhAHx
260,['Taio Cruz'],Break Your Heart,The Rokstarr Hits Collection,201.546,79,2010,7ElF5zxOwYP4qVSWVvse3W
261,['Robin Trower'],It's Only Money - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),330.093,5,2010,5DlIihcgk1GaDTMYDd7gCd
262,['Taylor Swift'],Better Than Revenge,Speak Now (Deluxe Edition),217.16,67,2010,1By2VQkUN0Frd8mKNV5NYC
263,['Matt Monro'],Honey On The Vine - Remastered 2010,The Best Of The Capitol Years,139.493,8,2010,2bQ2ukVpFA7YVJ6EAv5gzp
264,['Lady A'],American Honey,Need You Now,224.866,68,2010,4xInIiKipU1mtUogJ3ZdYr
265,['Robin Trower'],I Can't Stand It - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),222.893,4,2010,47vUBXHpgFpU2Kdv3nMLkC
266,['Los Tucanes De Tijuana'],El Centenario,15 Primeros Exitos Vol. 1,156.92,71,2010,65PXVu64xyXCpKczg4K9Cz
267,['Robin Trower'],Day of the Eagle - Single Edit / 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),172.866,5,2010,1WgegKqHTHSjHVcAS8hoP7
268,"['T.I.', 'Eminem']",That's All She Wrote,No Mercy,318.36,73,2010,6XAA7T9VHcqKQSzjmXAJ8o
269,"['Hailee Steinfeld', 'Alesso', 'Florida Georgia Line', 'WATT']",Let Me Go,2010s New Year's Party,174.8,11,2010,6xpGRhMxINK4SAPhDJ4pVq
270,"['Miguel', 'J. Cole']",All I Want Is You (feat. J. Cole),All I Want Is You,295.92,69,2010,5VA4Ispp52EA1sOqzMz3Av
271,['Pat Capocci'],Burning the Candle,The Press-Tone Early Years 2008-2010,150.546,12,2010,0YyG7pqP5tG1iI10ZRtdAE
272,"['Metric', 'Brie Larson']",Black Sheep - Brie Larson Vocal Version,Black Sheep (Brie Larson Vocal Version),294.065,71,2010,60TThBDrPpek5k520l0W0L
273,['Pat Capocci'],Try to Forget My Name,The Press-Tone Early Years 2008-2010,151.093,12,2010,1qCfhRHX4xBUOC3THAOKaz
274,['Kavinsky'],Nightcall,Nightcall,258.413,75,2010,0U0ldCRmgCqhVvD6ksG63j
275,['Pat Capocci'],Teenage Baby,The Press-Tone Early Years 2008-2010,131.413,12,2010,4mi46ctP28Mia7b5RcLAV5
276,['Waka Flocka Flame'],Hard in Da Paint,Flockaveli,246.386,68,2010,3XQY8kDjI8LARMIC9xkxQk
277,['Pat Capocci'],Baby Sue,The Press-Tone Early Years 2008-2010,154.213,14,2010,0uNJdquFgzIojLHcPvZzE0
278,['Mac Miller'],Senior Skip Day,K.I.D.S.,175.782,69,2010,6vVftwBiIaM9xDVZhSwTCJ
279,['Mbilia Bel'],Muzingila,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),330.453,13,2010,2ThlYnuUwECQ0fgvJzykxL
280,['Kesha'],Take It Off,Animal (Expanded Edition),215.2,74,2010,0WCiI0ddWiu5F2kSHgfw5S
281,['Balla Et Ses Balladins'],Lumumba,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),354.573,10,2010,1jzNNNwksaGMWqSe2Z1Mgb
282,"['Enrique Iglesias', 'Juan Luis Guerra 4.40']",Cuando Me Enamoro,Euphoria (Standard US/Latin version),200.346,73,2010,79gkHjNTSyGPXEyGkNQ8zH
283,['Ra Ra Riot'],Each Year - Live in Kyoto 2010,Live in Kyoto 2010,242.16,3,2010,0laZHC5Th6MqimlH15kp8k
284,['Pierce The Veil'],Caraphernelia,Selfish Machines,268.48,69,2010,2G8PweZBBwTpyP8vpNQJK2
285,"['Fatman Scoop, DJ Class & The Disco Fries']",New Years Anthem (Dirty Extended 2010 Edit),New Years Anthem,221.718,2,2010,19zg0A6Q0OqnoNoF2b5M6U
286,"['Zac Brown Band', 'Alan Jackson']",As She's Walking Away (feat. Alan Jackson),You Get What You Give,223.826,68,2010,65UCejW01DAovmluVYHWAt
287,"['Frank Ticheli', 'Juan Seguin High School Chamber Choir', 'Thomas Rinn']",Earth Song,2010 Texas Music Educators Association (TMEA): Texas Two-Year College All-State Choir & Juan Seguin HS Chamber Choir,205.36,5,2010,5wDa7PQByBNtIdnJp6ieuw
288,['Godsmack'],Cryin' Like A Bitch!!,The Oracle (Deluxe Edition),201.666,69,2010,4a9i7rCLfPjbS1sNamZeQN
289,['The Jerkwadz'],6th & Main (Demo 2012),Demo Years: 2010-2012,130.026,3,2010,0bw9r8j9fWx0txivL5rJtU
290,['CeeLo Green'],Forget You,The Lady Killer,222.733,68,2010,7AqISujIaWcY3h5zrOqt5v
291,['The Jerkwadz'],What I Get (Demo 2012),Demo Years: 2010-2012,90.64,3,2010,0UuUx6dfzR2Zk6ReuM2mCJ
292,['Justin Bieber'],Somebody To Love,My World 2.0,220.92,73,2010,3rLIv187BhjyweFe89SgLn
293,['The Jerkwadz'],A-Ok / Downtown City Movin' (Live Tvctv 2011),Demo Years: 2010-2012,49.68,3,2010,5Av7zZL4pkGx4A8J4US1b0
294,['Kesha'],Cannibal,Cannibal (Expanded Edition),194.253,72,2010,3JTMWdhcJPiegDSe7SvZS3
295,['The Jerkwadz'],Shotgun (Demo 2010),Demo Years: 2010-2012,270.293,2,2010,0rOEl5Ztj4Wh248f4P7thX
296,['My Chemical Romance'],Na Na Na (Na Na Na Na Na Na Na Na Na),Danger Days: The True Lives of the Fabulous Killjoys,205.96,73,2010,5BB0Jzw60KyfSTyjJqtely
297,['The Jerkwadz'],Boston (Demo 2010),Demo Years: 2010-2012,179.52,3,2010,5lEQLhAZsKmi9GWtReJQqY
298,['Taylor Swift'],The Story Of Us,Speak Now,265.666,67,2010,3RBluWmSoG2pGA1OePzGJI
299,['Dj Tee'],Graveyard,Battle of the Year 2010 - the Soundtrack,142.293,29,2010,0TonH2A9GI8PYTE68GNrL5
300,"['Drake', 'T.I.', 'Swizz Beatz']",Fancy,Thank Me Later,319.386,67,2010,3fpTMuD1u3gJlVI4FadVHs
301,['Pat Capocci'],Full Grown Women,The Press-Tone Early Years 2008-2010,201.76,13,2010,3NMuopupNjyy3kWrQLsh2l
302,['Shontelle'],Impossible,No Gravity,226.533,74,2010,1T8PwF3JhIiWwBhun23RNe
303,['Pat Capocci'],Cheating Women Blues,The Press-Tone Early Years 2008-2010,218.533,12,2010,3deu9rd6QdvcoVqKJrCyeV
304,['Jerrod Niemann'],"Lover, Lover",Judge Jerrod & The Hung Jury,193.733,67,2010,5UzU0qw21okODBNUnxptVo
305,"['Juanjo Martin', 'Rebeka Brown']",Millennium - Intro 2010 Remix,Matinée 20 Years,480.182,18,2010,7zBxKGOr2gvccFy4SaUFiG
306,['Eminem'],Space Bound,Recovery,278.64,74,2010,0sHW1jXe6Sou3437gJQNGA
307,['Pat Capocci'],Uppercut,The Press-Tone Early Years 2008-2010,143.973,11,2010,30EU32MCCmI7Z3dtQ7lSmJ
308,['Stegosaurus Rex'],Nowhere To Run,The Dino Soars,300.0,73,2010,2PJhATOD9dWsevezmfjoMA
309,['Pat Capocci'],Till I Get to You,The Press-Tone Early Years 2008-2010,162.76,13,2010,6DAfcQySDpNN8O0p3I4KvQ
310,"[""Plain White T's""]",Rhythm Of Love,Wonders Of The Younger,200.2,66,2010,6MDTpYxPFL0wtFd0pjfKws
311,['Robin Trower'],Sailing - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),225.253,3,2010,4Wqwv8CFGeG1EdH3EE1bVc
312,['Turnpike Troubadours'],Long Hot Summer Day,Diamonds & Gasoline,252.48,66,2010,0kOG4bwpKgRlcJw1NA6csR
313,['The Jerkwadz'],Ghost Town (Demo 2010),Demo Years: 2010-2012,180.64,3,2010,0orw9QM5By9W2PryE6oZ1P
314,"['Jason Aldean', 'Kelly Clarkson']",Don't You Wanna Stay (with Kelly Clarkson),My Kinda Party,256.44,66,2010,7CZiLgkiVHhFcDkI2Y4lZ4
315,['The Jerkwadz'],Crack Betty (Demo 2010),Demo Years: 2010-2012,189.013,2,2010,7L0cJIb8hB08bPwaCZuxd2
316,['Soulja Boy'],Pretty Boy Swag,The DeAndre Way,236.093,68,2010,2zOWuWdyuMqOoboNRKlJO0
317,['Matt Monro'],Spanish Eyes - Remastered 2010,The Best Of The Capitol Years,147.866,6,2010,1IIkc4E3t1dLD9xaTBcpQ0
318,['Bullet For My Valentine'],Your Betrayal,Fever,291.426,71,2010,25GC50HslaaruyrKjdu0lP
319,['Robin Trower'],Sinner's Song - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),324.626,3,2010,5cF1atLRCaZkJ4lO1JN1qH
320,['Ludacris'],How Low,Battle Of The Sexes (Deluxe),201.586,68,2010,1WtTLtofvcjQM3sXSMkDdX
321,['Robin Trower'],Hold Me - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),215.746,4,2010,4vIEVv8bIIL9VQYppuDs0P
322,['Turnpike Troubadours'],Diamonds & Gasoline,Diamonds & Gasoline,234.4,66,2010,2nAHmQV9WKA6c1emQilxih
323,['Robin Trower'],Fine Day - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),215.746,5,2010,3COpQv13vBsWGfP8vN7mVU
324,"['Alan Jackson', 'Jimmy Buffett']",It's Five O'Clock Somewhere,34 Number Ones,230.133,69,2010,5oHHMDcVOmPSFrCgdbHPdb
325,['Orchestre National A'],Janfa,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),333.253,8,2010,3P36r4djYdR0un0U9NGk8u
326,"['Mandy Moore', 'Brad Garrett', 'Ensemble - Tangled', 'Zachary Levi', 'Jeffrey Tambor']","I've Got a Dream - From ""Tangled""/Soundtrack Version",Tangled,191.413,69,2010,0TCt7OFRdD8PQ6vTRQxNgQ
327,['Busted'],Year 3000,2010 Top Hits,196.2,4,2010,7znYdv7SowJ8shqqIduPtV
328,['Volbeat'],A Warrior's Call,Beyond Hell / Above Heaven,263.08,71,2010,4o6k1XHlrIZay8v1m5VU83
329,['Rocka Mambo'],Maria Valenta,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),174.04,8,2010,5978O1GQWDgMWiZgaZYt2q
330,['Jason Aldean'],Fly Over States,My Kinda Party,218.2,66,2010,17X2tSzibD9n9QRjdExcWT
331,['Mat Zo'],24 Hours - Rank 1 Remix,Anjunabeats The Yearbook 2010 (US / CA / MX & BENELUX),446.341,4,2010,60It7kTeqO03CnMwhikdHp
332,['Taylor Swift'],Sparks Fly,Speak Now,260.933,66,2010,6d9IiDcFxtFVIvt9pCqyGH
333,"['Docteur Nico', 'African Fiesta']",Afrique de l’Ouest,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),271.373,9,2010,0xWc9hMdKQUnDUBMZ2BOCW
334,['Kid Cudi'],Mojo So Dope,Man On The Moon II: The Legend Of Mr. Rager,210.586,68,2010,6hPSal3ragmfUt1I5mKZjn
335,['Orchestre Regional De Gao'],22 novembre,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),567.106,8,2010,1FJSacjCArZfnECTmR0SGm
336,['A Day To Remember'],All Signs Point To Lauderdale,What Separates Me From You,197.2,69,2010,0T8P86fvSK8kCUJFYPZbIH
337,"['Rail Band', 'Mory Kanté']",Mariba Yassa,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),303.773,11,2010,0teJKmhrzL0PEvYqHBlGEB
338,"['Waka Flocka Flame', 'Kebo Gotti']",Grove St. Party (feat. Kebo Gotti),Flockaveli,250.493,66,2010,2e9EZ2V5QGGZPMJacO3y0Y
339,['Bembeya Jazz National'],Armée guinéenne,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),234.306,12,2010,4WVfGKWo6BjvODGsoLTIRs
340,['Pierce The Veil'],Bulletproof Love,Selfish Machines,237.4,68,2010,6bGac1gBHs7kUKihrudMzq
341,['Kebendo Jazz'],Soumba,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),251.906,8,2010,6xELwmxpdgaG4k1meS7s27
342,['Broken Bells'],The High Road,Broken Bells,232.2,70,2010,5cwN1htZyoWqZCc33f3RfE
343,['DJ Q'],You Wot - Original Bassline Mix featuring MC Bonez,Raw Talent: 3 Years In The Makin' (2007-2010),233.406,32,2010,17sL5Fd2i5L2Gprb0hcnIs
344,['A Day To Remember'],All I Want,What Separates Me From You,202.64,70,2010,4JsDHMv5PVO8N07DbDq33r
345,['Rail Band'],Mali Tebaga Mogoma,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),354.786,10,2010,3hHEfG8v14gaXjBAnT1drE
346,['Cody Jinks'],Somewhere in the Middle,Less Wise,300.493,65,2010,4NVyzvWl5fzzaLUpMFQlzT
347,['Ouza et Ses Ouzettes'],Sénégal 80,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),387.12,8,2010,19GdX8aMg7Z3eHkPZ0y10q
348,['10 Years'],Fix Me,Feeding The Wolves (Deluxe Version),215.84,67,2010,60OKW0mZiPFHVpHl3eHueg
349,['Nahawa Doumbia'],Kungo Sokoni,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),262.026,12,2010,2ToD5qlH3bSU6Wj4JmcSC7
350,['Lady A'],Need You Now,Need You Now,236.44,67,2010,7h70RTLbnhDyPGXjl3iEhh
351,['Robin Trower'],Same Rain Falls - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),194.626,3,2010,0YeGbC2MRIbICavfs01RWQ
352,['Prince Royce'],Stand by Me,Prince Royce,205.266,71,2010,0DQd0tWurMHUAv0cMnDELH
353,['Nelo'],2 Years Ago,Reprise (2009 - 2010),243.226,2,2010,3bmwBESmLB5RZvTeRDIHRq
354,['Justin Bieber'],That Should Be Me,My World 2.0,232.72,74,2010,0aPZbnkMoWJaJ5CNVLCj8S
355,"['UNKNOWN', 'Neuroxyde', 'Doomwork']",Disco 2 - Neuroxyde & Doomwork Revenge in da House Mix,"Starlight Clubeats, Vol. 5 (Ibiza 2010 One Years Ago Edition)",436.501,5,2010,4vKwvpP5PCD9YgNow7IhvR
356,['The Black Keys'],Tighten Up,Brothers,211.08,65,2010,2MVwrvjmcdt4MsYYLCYMt8
357,['Robin Trower'],Twice Removed from Yesterday - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),238.173,4,2010,1dWTZ9JSDRFy0BhH9E1zar
358,['Insane Clown Posse'],Chop Chop Slide,Bang! Pow! Boom! Nuclear,362.693,70,2010,2Msuiqt9sZojSKLVZcJp1l
359,['Robin Trower'],Man of the World - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),163.933,4,2010,16u2WRaGezVKCgMVJqvqdb
360,"['Brad Paisley', 'Alison Krauss']",Whiskey Lullaby (feat. Alison Krauss),Hits Alive,259.453,68,2010,4BXkf6yww23Vdju7E1fUrn
361,['Andrew Holdsworth'],7 Years,Piano Lullabies for Babies: Hits of the 2010s,331.998,4,2010,2HXtehHZH44IK9PBT5hRfa
362,['bôa'],Twilight,Twilight,228.8,70,2010,6d67Xv8ms2noA8wWFLiPDN
363,['Robin Trower'],I Can't Live Without You - 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),265.293,3,2010,2O3F3TKVk9QIeFdNwhVjOk
364,['Donna Murphy'],"Mother Knows Best - From ""Tangled""/Soundtrack Version",Tangled,190.44,68,2010,1lOSxJNCLvWm2bYaTcTSmK
365,['Robin Trower'],Little Bit of Sympathy - Live / 2010 Remaster,A Tale Untold: The Chrysalis Years (1973-1976),354.866,3,2010,1mgJD0Q0gM6On1tfMVRm2X
366,"['Kanye West', 'Bon Iver']",Lost In The World,My Beautiful Dark Twisted Fantasy,256.586,69,2010,2Im64pIz6m0EJKdUe6eZ8r
